Old Order	Current order	Taxon Order	Category	English Name	French Name	Scientific Name	Order	Family	Taxon	Location	S/P	Date	LocID	SubID	Exotic	Countable
1195	2007	35330	species	Masked Flowerpiercer	Percefleur masqu	Diglossa cyanea	Passeriformes	Thraupidae (Tanagers and Allies)	35330	Reserva Ecolgica Ro Blanco--Lodge	CO-CAL	18-Dec-14	L1252500	S20954319		1
890	412	5891	species	Masked Lapwing	Vanneau soldat	Vanellus miles	Charadriiformes	Charadriidae (Plovers and Lapwings)	5891	Royal Botanic Gardens (Sydney)	AU-NSW	07-Oct-17	L915566	S39591405		1
1816	1111	15969	species	Masked Tityra	Tityre masqu	Tityra semifasciata	Passeriformes	Tityridae (Tityras and Allies)	15969	Orange Walk	BZ-OW	26-Nov-11	L295270	S15368874		1
2044	767	9592	species	Masked Trogon	Trogon masqu	Trogon personatus	Trogoniformes	Trogonidae (Trogons)	9592	Tandayapa-Bellavista general area (*HISTORICAL DATA ONLY; please use a more specific location for current checklists)	EC-P	02-Jul-04	L5130044	S102099845		1
546	1204	17162	species	Masked Water-Tyrant	Moucherolle aquatique	Fluvicola nengeta	Passeriformes	Tyrannidae (Tyrant Flycatchers)	17162	Milpe Bird Sanctuary (including former Milpe Gardens)	EC-P	08-Apr-19	L493675	S54718299		1
86	1351	19749	species	Masked Woodswallow	Langrayen masqu	Artamus personatus	Passeriformes	"Artamidae (Woodswallows, Bellmagpies, and Allies)"	19749	Yarrara Flora and Fauna Reserve	AU-VIC	08-Nov-25	L937591	S283358920		1
718	1863	33999	species	Masked Yellowthroat	Paruline quatoriale	Geothlypis aequinoctialis	Passeriformes	Parulidae (New World Warblers)	33999	Aripo Savannah--Cumuto Road	TT-SGE	10-Apr-18	L652732	S44449217		1
2055	959	12960	species	Mealy Amazon	Amazone poudre	Amazona farinosa	Psittaciformes	Psittacidae (New World and African Parrots)	12960	Ro Napo--Isla Anaconda/nearby small river islands	EC-D	29-Jun-04	L947605	S102086721		1
2038	2027	35775	species	Medium Ground-Finch	Gospize  bec moyen	Geospiza fortis	Passeriformes	Thraupidae (Tanagers and Allies)	35775	Santa Cruz Island	EC-W	04-Jul-04	L17651666	S102077299		1
206	39	533	species	Meller's Duck	Canard de Meller	Anas melleri	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"	533	Parc de Tsarasaotra (Lac Alarobia)	MG-T	17-Nov-24	L8083407	S202747664		1
1778	1839	33843	species	Melodious Blackbird	Quiscale chanteur	Dives dives	Passeriformes	Icteridae (Troupials and Allies)	33843	Orange Walk	BZ-OW	26-Nov-11	L295270	S15368874		1
1655	909	12062	species	Merlin	Faucon merillon	Falco columbarius	Falconiformes	Falconidae (Falcons and Caracaras)	12062	Emerald Links	CA-ON	19-Nov-12	L2381401	S15365016		1
587	1978	35048	species	Metallic-green Tanager	Calliste vert	Tangara labradorides	Passeriformes	Thraupidae (Tanagers and Allies)	35048	Tandayapa--San Jorge Tandayapa	EC-P	05-Apr-19	L1907810	S54584423		1
1421	1586	27953	species	Meves's Starling	Choucador de Meves	Lamprotornis mevesii	Passeriformes	Sturnidae (Starlings)	27953	Kruger NP--Skukuza Camp (Camp only; please use more precise hotspots for drives)	ZA-MP	27-Sep-14	L951360	S20389946		1
754	300	4798	species	Mexican Sheartail	Colibri d'Eliza	Doricha eliza	Apodiformes	Trochilidae (Hummingbirds)	4798	Posada Diego y Matilda	MX-YUC	21-Dec-17	L4401826	S41230701		1
1313	944	12773	species	Meyer's Parrot	Perroquet de Meyer	Poicephalus meyeri	Psittaciformes	Psittacidae (New World and African Parrots)	12773	Okavango Delta--Moremi GR (Please use more specific locations)	BW-NW	14-Oct-14	L1084531	S20697106		1
944	694	8388	species	Mississippi Kite	Milan du Mississippi	Ictinia mississippiensis	Accipitriformes	"Accipitridae (Hawks, Eagles, and Kites)"	8388	Canopy Camp	PA-5	02-Apr-17	L3379895	S35679439		1
502	1169	16800	species	Mistletoe Tyrannulet	Tyranneau menu	Zimmerius parvus	Passeriformes	Tyrannidae (Tyrant Flycatchers)	16800	Canopy Lodge	PA-2	09-Nov-19	L604642	S61299027		1
770	1652	30117	species	Mistletoebird	Dice hirondelle	Dicaeum hirundinaceum	Passeriformes	Dicaeidae (Flowerpeckers)	30117	"AU-VIC-112-142 Birdswing Road (-37.1573,142.5689)"	AU-VIC	27-Oct-17	L6380311	S40141570		1
318	981	13196	species	Mitred Parakeet	Conure mitre	Psittacara mitratus	Psittaciformes	Psittacidae (New World and African Parrots)	13196	Holiday Park	US-FL	28-Nov-22	L3107258	S123171645	N	1
1994	1645	29757	species	Mocking Cliff-Chat	Traquet  ventre roux	Thamnolaea cinnamomeiventris	Passeriformes	Muscicapidae (Old World Flycatchers)	29757	Lake Manyara NP (Arusha)	TZ-01	09-Aug-05	L1033409	S15379179		1
433	947	12819	species	Monk Parakeet	Conure veuve	Myiopsitta monachus	Psittaciformes	Psittacidae (New World and African Parrots)	12819	Frost Park	US-FL	05-Apr-22	L8849724	S106322849	N	1
493	1061	15150	species	Montane Foliage-gleaner	Anabate montagnard	Anabacerthia striaticollis	Passeriformes	Furnariidae (Ovenbirds and Woodcreepers)	15150	Laguna de Pedro Palo	CO-CUN	15-Nov-19	L1156336	S61468916		1
1226	1051	14946	species	Montane Woodcreeper	Grimpar montagnard	Lepidocolaptes lacrymiger	Passeriformes	Furnariidae (Ovenbirds and Woodcreepers)	14946	Reserva Ecolgica Ro Blanco--Lodge	CO-CAL	18-Dec-14	L1252500	S20954319		1
1785	1818	33632	species	Montezuma Oropendola	Cassique de Montezuma	Psarocolius montezuma	Passeriformes	Icteridae (Troupials and Allies)	33632	Orange Walk	BZ-OW	26-Nov-11	L295270	S15368874		1
1672	2017	35574	species	Morelet's Seedeater	Sporophile de Morelet	Sporophila morelleti	Passeriformes	Thraupidae (Tanagers and Allies)	35574	Cockscomb Basin Wildlife Sanctuary	BZ-SC	02-Dec-11	L330946	S15367676		1
559	1949	34835	species	Moss-backed Tanager	Tangara d'Edwards	Bangsia edwardsi	Passeriformes	Thraupidae (Tanagers and Allies)	34835	Reserva Mashpi-Amagusa (Sergio y Doris)	EC-P	07-Apr-19	L3175551	S54680739		1
1123	43	575	species	Mottled Duck	Canard brun	Anas fulvigula	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"	575	J. N. Ding Darling NWR (please consider using a more precise location)	US-FL	18-Nov-15	L127397	S25903730		1
1747	742	9157	species	Mottled Owl	Chouette mouchete	Strix virgata	Strigiformes	Strigidae (Owls)	9157	Lamanai Maya site	BZ-OW	27-Nov-11	L454524	S15367549		1
1180	1822	33654	species	Mountain Cacique	Cassique montagnard	Cacicus chrysonotus	Passeriformes	Icteridae (Troupials and Allies)	33654	Reserva Ecolgica Ro Blanco--Lodge	CO-CAL	19-Dec-14	L1252500	S20957406		1
1910	1646	29773	species	Mountain Chat	Traquet montagnard	Myrmecocichla monticola	Passeriformes	Muscicapidae (Old World Flycatchers)	29773	Twyfelfontein Country Lodge	NA-KU	09-Jun-07	L3058658	S102176353		1
1156	1447	22077	species	Mountain Chickadee	Msange de Gambel	Poecile gambeli	Passeriformes	"Paridae (Tits, Chickadees, and Titmice)"	22077	Tranquille	CA-BC	19-Mar-15	L344713	S22427405		1
1217	1165	16725	species	Mountain Elaenia	lnie montagnarde	Elaenia frantzii	Passeriformes	Tyrannidae (Tyrant Flycatchers)	16725	Reserva Ecolgica Ro Blanco--Lodge	CO-CAL	18-Dec-14	L1252500	S20954319		1
455	1848	33908	species	Mountain Grackle	Carouge montagnard	Macroagelaius subalaris	Passeriformes	Icteridae (Troupials and Allies)	33908	DRMI Bosques Secos del Chicamocha--Vereda La Costa	CO-BOY	22-Nov-19	L3216165	S61648501		1
399	1619	28646	species	Mountain Thrush	Merle de montagne	Turdus plebejus	Passeriformes	Turdidae (Thrushes and Allies)	28646	"Bats Gardens, Savegre"	CR-SJ	04-Jun-22	L7272525	S112126386		1
1267	279	4659	species	Mountain Velvetbreast	Colibri de Lafresnaye	Lafresnaya lafresnayi	Apodiformes	Trochilidae (Hummingbirds)	4659	PNN Los Nevados--Centro de Visitantes La Cueva	CO-CAL	17-Dec-14	L7895434	S20941471		1
1213	1537	27245	species	Mountain Wren	Troglodyte montagnard	Troglodytes solstitialis	Passeriformes	Troglodytidae (Wrens)	27245	Reserva Ecolgica Ro Blanco--Lodge	CO-CAL	18-Dec-14	L1252500	S20954319		1
1431	130	2043	species	Mourning Collared-Dove	Tourterelle pleureuse	Streptopelia decipiens	Columbiformes	Columbidae (Pigeons and Doves)	2043	Kruger NP--Skukuza Camp (Camp only; please use more precise hotspots for drives)	ZA-MP	27-Sep-14	L951360	S20389946		1
1621	159	2412	species	Mourning Dove	Tourterelle triste	Zenaida macroura	Columbiformes	Columbidae (Pigeons and Doves)	2412	Point Pelee NP* general (use more precise loc.)	CA-ON	02-May-13	L131153	S15364735		1
1055	1864	34006	species	Mourning Warbler	Paruline triste	Geothlypis philadelphia	Passeriformes	Parulidae (New World Warblers)	34006	"8.6042x-80.0880 - Nov 13, 2016, 7:51 AM"	PA-8	13-Nov-16	L5079093	S32519336		1
1289	1158	16626	species	Mouse-colored Tyrannulet	Tyranneau souris	Nesotriccus murinus	Passeriformes	Tyrannidae (Tyrant Flycatchers)	16626	Represa Cameguadua	CO-CAL	16-Dec-14	L3786045	S20932040		1
909	996	13716	species	Moustached Antwren	Myrmidon de Griscom	Myrmotherula ignota	Passeriformes	Thamnophilidae (Typical Antbirds)	13716	Lajas Blancas	PA-EM	06-Apr-17	L5683119	S35739384		1
463	1801	33448	species	Moustached Brushfinch	Tohi moustachu	Atlapetes albofrenatus	Passeriformes	Passerellidae (New World Sparrows)	33448	RNSC Rogitama Biodiversidad (Acceso Restringido)	CO-BOY	20-Nov-19	L23874322	S61603403		1
474	1020	14268	species	Muisca Antpitta	Grallaire rousse	Grallaria rufula	Passeriformes	Grallariidae (Antpittas)	14268	Reserva Bioandina--Camino de Entrada	CO-CUN	17-Nov-19	L2694900	S61535405		1
136	938	12517	species	Mulga Parrot	Perruche multicolore	Psephotellus varius	Psittaciformes	Psittaculidae (Old World Parrots)	12517	Farina	AU-SA	04-Nov-25	L2554790	S282786422		1
336	27	445	species	Muscovy Duck	Canard musqu	Cairina moschata	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"	445	Trcoles--Tour en Bote	CR-P	14-Jun-22	L1456779	S112965518		1
787	76	789	species	Musk Duck	rismature  barbillons	Biziura lobata	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"	789	Lake Fyans	AU-VIC	26-Oct-17	L2117956	S40125379		1
79	939	12645	species	Musk Lorikeet	Loriquet  bandeau rouge	Trichoglossus concinnus	Psittaciformes	Psittaculidae (Old World Parrots)	12645	"75 Murray Valley Hwy, Lake Boga AU-VIC -35.45490, 143.62915"	AU-VIC	09-Nov-25	L54937972	S283613995		1
625	18	377	species	Mute Swan	Cygne tubercul	Cygnus olor	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"	377	"Port d'Albigny, Annecy-le-Vieux"	FR-ARA	02-Feb-19	L4602237	S52287903		1
1957	137	2159	species	Namaqua Dove	Tourtelette masque	Oena capensis	Columbiformes	Columbidae (Pigeons and Doves)	2159	Tarangire NP	TZ-26	16-Aug-05	L1044008	S15379289		1
1930	166	2867	species	Namaqua Sandgrouse	Ganga namaqua	Pterocles namaqua	Pterocliformes	Pteroclidae (Sandgrouse)	2867	Etosha NP* general (use more precise loc.)	NA-OT	04-Jun-07	L2428142	S102122621		1
429	972	13128	species	Nanday Parakeet	Conure nanday	Aratinga nenday	Psittaciformes	Psittacidae (New World and African Parrots)	13128	North Lido Beach Park	US-FL	13-Apr-22	L871818	S106960257	N	1
804	905	12021	species	Nankeen Kestrel	Crcerelle d'Australie	Falco cenchroides	Falconiformes	Falconidae (Falcons and Caracaras)	12021	Port Campbell National Park (general location - please use a more specific location if possible)	AU-VIC	22-Oct-17	L2549124	S40059479		1
50	599	7610	species	Nankeen Night Heron	Bihoreau cannelle	Nycticorax caledonicus	Pelecaniformes	"Ardeidae (Herons, Egrets, and Bitterns)"	7610	Chiltern-Mt Pilot National Park--Chiltern Valley #1 Dam	AU-VIC	12-Nov-25	L2300532	S284079402		1
1772	1861	33981	species	Nashville Warbler	Paruline  joues grises	Leiothlypis ruficapilla	Passeriformes	Parulidae (New World Warblers)	33981	Orange Walk	BZ-OW	26-Nov-11	L295270	S15368874		1
1432	111	1824	species	Natal Spurfowl	Francolin du Natal	Pternistis natalensis	Galliformes	"Phasianidae (Pheasants, Grouse, and Allies)"	1824	Kruger NP--Skukuza Camp (Camp only; please use more precise hotspots for drives)	ZA-MP	27-Sep-14	L951360	S20389946		1
2034	557	7355	species	Nazca Booby	Fou de Grant	Sula granti	Suliformes	Sulidae (Boobies and Gannets)	7355	Espaola--Baha Gardner	EC-W	06-Jul-04	L471682	S102080263		1
245	1676	30895	species	Nelicourvi Weaver	Tisserin nlicourvi	Ploceus nelicourvi	Passeriformes	Ploceidae (Weavers and Allies)	30895	Ranomafana NP	MG-F	10-Nov-24	L10960986	S202373982		1
1876	572	7431	species	Neotropic Cormorant	Cormoran vigua	Nannopterum brasilianum	Suliformes	Phalacrocoracidae (Cormorants and Shags)	7431	Via Parque Isla de Salamanca--Lagunas Costeras	CO-MAG	29-Dec-09	L1051521	S103525654		1
874	1271	18102	species	New Holland Honeyeater	Mliphage de Nouvelle-Hollande	Phylidonyris novaehollandiae	Passeriformes	Meliphagidae (Honeyeaters)	18102	Sydney Harbour National Park--South Head	AU-NSW	08-Oct-17	L2555771	S39611256		1
352	1846	33880	species	Nicaraguan Grackle	Quiscale du Nicaragua	Quiscalus nicaraguensis	Passeriformes	Icteridae (Troupials and Allies)	33880	Refugio mixto Cao Negro	CR-A	11-Jun-22	L691866	S112726151		1
351	2015	35550	species	Nicaraguan Seed-Finch	Sporophile de Nutting	Sporophila nuttingi	Passeriformes	Thraupidae (Tanagers and Allies)	35550	Entrada Los Chiles (El Parque) hasta Cao Negro	CR-A	11-Jun-22	L3372882	S112726347		1
458	1559	27530	species	Niceforo's Wren	Troglodyte de Niceforo	Thryophilus nicefori	Passeriformes	Troglodytidae (Wrens)	27530	DRMI Bosques Secos del Chicamocha--Vereda La Costa	CO-BOY	21-Nov-19	L3216165	S61626495		1
1698	1532	27161	species	Nightingale Wren	Troglodyte philomle	Microcerculus philomela	Passeriformes	Troglodytidae (Wrens)	27161	Blue Hole National Park	BZ-CY	01-Dec-11	L2381840	S15367650		1
864	1284	18210	species	Noisy Friarbird	Polochion criard	Philemon corniculatus	Passeriformes	Meliphagidae (Honeyeaters)	18210	"Cahills Lookout, Katoomba"	AU-NSW	10-Oct-17	L2557612	S39797061		1
882	1258	17808	species	Noisy Miner	Mliphage bruyant	Manorina melanocephala	Passeriformes	Meliphagidae (Honeyeaters)	17808	Royal Botanic Gardens (Sydney)	AU-NSW	07-Oct-17	L915566	S39591405		1
987	1040	14707	species	Northern Barred-Woodcreeper	Grimpar vermicul	Dendrocolaptes sanctithomae	Passeriformes	Furnariidae (Ovenbirds and Woodcreepers)	14707	Semaphore Hill Road--Parque Nacional Soberana	PA-8	20-Nov-16	L454718	S32635012		1
325	1138	16324	species	Northern Bentbill	Bec-en-arc cendr	Oncostoma cinereigulare	Passeriformes	Tyrannidae (Tyrant Flycatchers)	16324	PN Carara-Entrada principal [senderos Quebrada Bonita y Universal]	CR-P	15-Jun-22	L3354750	S113005968		1
1863	1921	34515	species	Northern Cardinal	Cardinal rouge	Cardinalis cardinalis	Passeriformes	Cardinalidae (Cardinals and Allies)	34515	Ottawa--Rideau Forest	CA-ON	19-Aug-11	L2381380	S15665404		1
1077	845	10836	species	Northern Emerald-Toucanet	Toucanet meraude	Aulacorhynchus prasinus	Piciformes	Ramphastidae (Toucans)	10836	Canopy Lodge	PA-2	12-Nov-16	L604642	S32519275		1
1624	895	11900	species	Northern Flicker	Pic flamboyant	Colaptes auratus	Piciformes	Picidae (Woodpeckers)	11900	Ottawa--Nicolls Island	CA-ON	23-Apr-13	L2381325	S15364453		1
1121	552	7333	species	Northern Gannet	Fou de Bassan	Morus bassanus	Suliformes	Sulidae (Boobies and Gannets)	7333	North Peninsula SP	US-FL	25-Nov-15	L505472	S25991610		1
1559	687	8324	species	Northern Harrier	Busard des marais	Circus hudsonius	Accipitriformes	"Accipitridae (Hawks, Eagles, and Kites)"	8324	Sweetwater NWR	US-CA	15-Oct-13	L2388387	S15413421		1
2	736	8999	species	Northern Hawk Owl	Chouette pervire	Surnia ulula	Strigiformes	Strigidae (Owls)	8999	Aroport international Jean-Lesage	CA-QC	05-Mar-26	L606875	S306269227		1
1667	1534	27191	species	Northern House Wren	Troglodyte familier	Troglodytes aedon	Passeriformes	Troglodytidae (Wrens)	27191	Ottawa--MacDonald-Cartier International Airport (High Road)	CA-ON	24-May-12	L1217618	S15371462		1
1739	422	5988	species	Northern Jacana	Jacana du Mexique	Jacana spinosa	Charadriiformes	Jacanidae (Jacanas)	5988	Crooked Tree Village	BZ-BZ	28-Nov-11	L2084266	S15367479		1
1578	1596	28114	species	Northern Mockingbird	Moqueur polyglotte	Mimus polyglottos	Passeriformes	Mimidae (Mockingbirds and Thrashers)	28114	Point Loma--general area	US-CA	13-Oct-13	L109307	S15396825		1
1767	1873	34063	species	Northern Parula	Paruline  collier	Setophaga americana	Passeriformes	Parulidae (New World Warblers)	34063	Orange Walk	BZ-OW	26-Nov-11	L295270	S15368874		1
1636	47	594	species	Northern Pintail	Canard pilet	Anas acuta	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"	594	Merritt Island NWR--Black Point Wildlife Drive	US-FL	01-Jan-13	L127381	S15371043		1
1087	1052	14973	species	Northern Plain-Xenops	Sittine du Mexique	Xenops mexicanus	Passeriformes	Furnariidae (Ovenbirds and Woodcreepers)	14973	Camino a La Mesa	PA-2	11-Nov-16	L2149551	S32494405		1
1797	1493	24106	species	Northern Rough-winged Swallow	Hirondelle  ailes hrisses	Stelgidopteryx serripennis	Passeriformes	Hirundinidae (Swallows)	24106	Orange Walk	BZ-OW	26-Nov-11	L295270	S15368874		1
521	1112	15984	species	Northern Schiffornis	Antriade du Verapaz	Schiffornis veraepacis	Passeriformes	Tityridae (Tityras and Allies)	15984	San Jorge de Milpe	EC-P	10-Apr-19	L1960641	S54821408		1
