ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
646921450,Photo,Flame Robin,Petroica phoenicea,,,Denis Rivard,2025-11-19,2025,11,19,1230,Australia,AU-TAS-KIN,Tasmania,Kingborough,Cape Bruny,-43.4903761,147.1435158,"",,Unspecified,false,false,,,,,,,S285124407,"",,,,,Petroica phoenicea,flarob1,Species,21769,,.00,0,,1688,3000
646914699,Photo,Swift Parrot,Lathamus discolor,,,Denis Rivard,2025-11-19,2025,11,19,1139,Australia,AU-TAS-KIN,Tasmania,Kingborough,Hundred Acre Hideaway (restricted access),-43.3783960,147.2592610,"",,Unspecified,false,false,,,,,,,S285116367,"",,,,,Lathamus discolor,swipar1,Species,12445,,3.00,2,,1688,3000
646913861,Photo,Pink Robin,Petroica rodinogaster,,,Denis Rivard,2025-11-19,2025,11,19,740,Australia,AU-TAS-KIN,Tasmania,Kingborough,Inala (restricted access),-43.3892691,147.2515583,"",,Unspecified,false,false,,,,,,,S285114568,"",,,,,Petroica rodinogaster,pinrob1,Species,21766,,.00,0,,1687,3000
646913558,Photo,Satin Flycatcher,Myiagra cyanoleuca,,,Denis Rivard,2025-11-19,2025,11,19,740,Australia,AU-TAS-KIN,Tasmania,Kingborough,Inala (restricted access),-43.3892691,147.2515583,Adult Female – 1,,Unspecified,false,false,,,,,,,S285114568,"",,,,,Myiagra cyanoleuca,satfly1,Species,20995,,.00,0,,1687,3000
646912998,Photo,Scarlet Robin,Petroica boodang,,,Denis Rivard,2025-11-19,2025,11,19,740,Australia,AU-TAS-KIN,Tasmania,Kingborough,Inala (restricted access),-43.3892691,147.2515583,"",,Unspecified,false,false,,,,,,,S285114568,"",,,,,Petroica boodang,scarob2,Species,21770,,.00,0,,1687,3000
646912322,Photo,Black-headed Honeyeater,Melithreptus affinis,,,Denis Rivard,2025-11-19,2025,11,19,740,Australia,AU-TAS-KIN,Tasmania,Kingborough,Inala (restricted access),-43.3892691,147.2515583,"",,Unspecified,false,false,,,,,,,S285114568,"",,,,,Melithreptus affinis,blhhon1,Species,18131,,.00,0,,1687,3000
646911790,Photo,Green Rosella,Platycercus caledonicus,,,Denis Rivard,2025-11-19,2025,11,19,740,Australia,AU-TAS-KIN,Tasmania,Kingborough,Inala (restricted access),-43.3892691,147.2515583,"",,Unspecified,false,false,,,,,,,S285114568,"",,,,,Platycercus caledonicus,greros2,Species,12479,,.00,0,,1688,3000
646909136,Photo,Dusky Robin,Melanodryas vittata,,,Denis Rivard,2025-11-19,2025,11,19,740,Australia,AU-TAS-KIN,Tasmania,Kingborough,Inala (restricted access),-43.3892691,147.2515583,"",,Unspecified,false,false,,,,,,,S285114568,"",,,,,Melanodryas vittata,dusrob1,Species,21831,,.00,0,,1687,3000
646908625,Photo,Eurasian Blackbird,Turdus merula,,,Denis Rivard,2025-11-18,2025,11,18,1657,Australia,AU-TAS-KIN,Tasmania,Kingborough,Cemetery Beach,-43.3463900,147.2258300,"",,Unspecified,false,false,,,,,,,S285006600,"",,,,,Turdus merula,eurbla,Species,28500,,.00,0,,1688,3000
646907825,Photo,Gray Currawong,Strepera versicolor,,,Denis Rivard,2025-11-18,2025,11,18,1657,Australia,AU-TAS-KIN,Tasmania,Kingborough,Cemetery Beach,-43.3463900,147.2258300,"",,Unspecified,false,false,,,,,,,S285006600,"",,,,,Strepera versicolor,grycur1,Species,19818,,.00,0,,1688,3000
646805755,Photo,Superb Fairywren,Malurus cyaneus,,,Denis Rivard,2025-11-18,2025,11,18,1547,Australia,AU-TAS-KIN,Tasmania,Kingborough,The Neck Campground,-43.2913700,147.3283700,"",,Unspecified,false,false,,,,,,,S285004803,"",,,,,Malurus cyaneus,supfai1,Species,17670,,.00,0,,1688,3000
646805470,Photo,Black-faced Cuckooshrike,Coracina novaehollandiae,,,Denis Rivard,2025-11-18,2025,11,18,1547,Australia,AU-TAS-KIN,Tasmania,Kingborough,The Neck Campground,-43.2913700,147.3283700,"",,Unspecified,false,false,,,,,,,S285004803,"",,,,,Coracina novaehollandiae,bkfcus1,Species,18686,,.00,0,,1688,3000
646805001,Photo,Sooty Oystercatcher,Haematopus fuliginosus,,,Denis Rivard,2025-11-18,2025,11,18,1506,Australia,AU-TAS-KIN,Tasmania,Kingborough,The Neck Rookery,-43.2701438,147.3483764,"",,Unspecified,false,false,,,,,,,S285003227,"",,,,,Haematopus fuliginosus,soooys1,Species,5796,,.00,0,,1688,3000
646804798,Photo,Common Bronzewing,Phaps chalcoptera,,,Denis Rivard,2025-11-18,2025,11,18,1319,Australia,AU-TAS-KIN,Tasmania,Kingborough,Dru Point,-43.0249178,147.2767067,"",,Unspecified,false,false,,,,,,,S284998170,"",,,,,Phaps chalcoptera,combro1,Species,2206,,.00,0,,1688,3000
646802187,Photo,Experience,,,,Denis Rivard,2025-11-18,2025,11,18,1023,Australia,AU-TAS-KIN,Tasmania,Kingborough,Peter Murrell Reserves,-43.0048982,147.2978210,"","",Unspecified,"","",,,,,,,S284993389,"",,,,,,,,,,.00,0,"",1688,3000
646802090,Photo,Tasmanian Echidna,Tachyglossus aculeatus setosus,,"",Denis Rivard,2025-11-18,2025,11,18,1023,Australia,AU-TAS-KIN,Tasmania,Kingborough,Peter Murrell Reserves,-43.0048982,147.2978210,"","",Unspecified,"","",,,,,,,S284993389,"",,,,,Tachyglossus aculeatus,t-12083032,Subspecies,100009,,.00,0,"",1688,3000
646801909,Photo,Tasmanian Echidna,Tachyglossus aculeatus setosus,,"",Denis Rivard,2025-11-18,2025,11,18,1023,Australia,AU-TAS-KIN,Tasmania,Kingborough,Peter Murrell Reserves,-43.0048982,147.2978210,"","",Unspecified,"","",,,,,,,S284993389,"",,,,,Tachyglossus aculeatus,t-12083032,Subspecies,100009,,.00,0,"",1687,3000
646801735,Photo,Gray Butcherbird,Cracticus torquatus,,,Denis Rivard,2025-11-18,2025,11,18,1023,Australia,AU-TAS-KIN,Tasmania,Kingborough,Peter Murrell Reserves,-43.0048982,147.2978210,"",,Unspecified,false,false,,,,,,,S284993389,"",,,,,Cracticus torquatus,grybut1,Species,19773,,.00,0,,1688,3000
646801469,Photo,Kelp Gull,Larus dominicanus,,,Denis Rivard,2025-11-18,2025,11,18,853,Australia,AU-TAS-KIN,Tasmania,Kingborough,Browns River Saltmarsh and Estuary,-42.9757658,147.3250517,"",,Unspecified,false,false,,,,,,,S284983793,"",,,,,Larus dominicanus,kelgul,Species,6533,,.00,0,,1688,3000
646801002,Photo,Brown Thornbill,Acanthiza pusilla,,,Denis Rivard,2025-11-18,2025,11,18,853,Australia,AU-TAS-KIN,Tasmania,Kingborough,Browns River Saltmarsh and Estuary,-42.9757658,147.3250517,"",,Unspecified,false,false,,,,,,,S284983793,"",,,,,Acanthiza pusilla,brotho1,Species,18402,,.00,0,,1688,3000
646800043,Photo,Red-rumped Parrot,Psephotus haematonotus,,,Denis Rivard,2025-11-16,2025,11,16,1704,Australia,AU-VIC-MVA,Victoria,Moonee Valley,Canning Reserve,-37.7623969,144.8709047,"",,Unspecified,false,false,,,,,,,S284688372,"",,,,,Psephotus haematonotus,rerpar1,Species,12514,,.00,0,,1688,3000
646799582,Photo,Australasian Gannet,Morus serrator,,,Denis Rivard,2025-11-16,2025,11,16,1347,Australia,AU-VIC-SUR,Victoria,Surf Coast,Split Point,-38.4685089,144.1047478,"",,Unspecified,false,false,,,,,,,S284680093,"",,,,,Morus serrator,ausgan1,Species,7335,,3.00,1,,1687,3000
646799246,Photo,Little Wattlebird,Anthochaera chrysoptera,,,Denis Rivard,2025-11-16,2025,11,16,1347,Australia,AU-VIC-SUR,Victoria,Surf Coast,Split Point,-38.4685089,144.1047478,"",,Unspecified,false,false,,,,,,,S284680093,"",,,,,Anthochaera chrysoptera,bruwat1,Species,17859,,.00,0,,1688,3000
646798955,Photo,Australian Shelduck,Tadorna tadornoides,,,Denis Rivard,2025-11-16,2025,11,16,653,Australia,AU-VIC-GGE,Victoria,Greater Geelong,"Beach Rd, Point Wilson",-38.0270672,144.5625687,"",,Unspecified,false,false,,,,,,,S284648976,"",,,,,Tadorna tadornoides,ausshe1,Species,424,,.00,0,,1687,3000
646798461,Photo,Sharp-tailed Sandpiper,Calidris acuminata,,,Denis Rivard,2025-11-16,2025,11,16,653,Australia,AU-VIC-GGE,Victoria,Greater Geelong,"Beach Rd, Point Wilson",-38.0270672,144.5625687,"",,Unspecified,false,false,,,,,,,S284648976,"",,,,,Calidris acuminata,shtsan,Species,6181,,.00,0,,1687,3000
646797855,Photo,Curlew Sandpiper,Calidris ferruginea,,,Denis Rivard,2025-11-16,2025,11,16,653,Australia,AU-VIC-GGE,Victoria,Greater Geelong,"Beach Rd, Point Wilson",-38.0270672,144.5625687,"",,Unspecified,false,false,,,,,,,S284648976,"",,,,,Calidris ferruginea,cursan,Species,6182,,.00,0,,1688,3000
646796880,Photo,Chestnut Teal,Anas castanea,,,Denis Rivard,2025-11-16,2025,11,16,653,Australia,AU-VIC-GGE,Victoria,Greater Geelong,"Beach Rd, Point Wilson",-38.0270672,144.5625687,"",,Unspecified,false,false,,,,,,,S284648976,"",,,,,Anas castanea,chetea1,Species,642,,.00,0,,1687,3000
646792974,Photo,Royal Spoonbill,Platalea regia,,,Denis Rivard,2025-11-16,2025,11,16,653,Australia,AU-VIC-GGE,Victoria,Greater Geelong,"Beach Rd, Point Wilson",-38.0270672,144.5625687,"",,Unspecified,false,false,,,,,,,S284648976,"",,,,,Platalea regia,royspo1,Species,7528,,.00,0,,1688,3000
646792316,Photo,Whiskered Tern,Chlidonias hybrida,Limosa lapponica -- Bar-tailed Godwit,,Denis Rivard,2025-11-16,2025,11,16,653,Australia,AU-VIC-GGE,Victoria,Greater Geelong,"Beach Rd, Point Wilson",-38.0270672,144.5625687,"",,Unspecified,false,false,,,,,,,S284648976,"",,,,,Chlidonias hybrida,whiter2,Species,6720,,.00,0,,1687,3000
646791777,Photo,Bar-tailed Godwit,Limosa lapponica,"Haematopus longirostris -- Pied Oystercatcher; Chlidonias hybrida -- Whiskered Tern; Pelecanus conspicillatus -- Australian Pelican",,Denis Rivard,2025-11-16,2025,11,16,653,Australia,AU-VIC-GGE,Victoria,Greater Geelong,"Beach Rd, Point Wilson",-38.0270672,144.5625687,"",,Unspecified,false,false,,,,,,,S284648976,"",,,,,Limosa lapponica,batgod,Species,6033,,4.00,1,,1687,3000
646756172,Photo,White-fronted Chat,Epthianura albifrons,,,Denis Rivard,2025-11-16,2025,11,16,653,Australia,AU-VIC-GGE,Victoria,Greater Geelong,"Beach Rd, Point Wilson",-38.0270672,144.5625687,"",,Unspecified,false,false,,,,,,,S284648976,"",,,,,Epthianura albifrons,whfcha1,Species,17915,,5.00,1,,1688,3000
646755767,Photo,Red-necked Stint,Calidris ruficollis,Calidris ferruginea -- Curlew Sandpiper,,Denis Rivard,2025-11-16,2025,11,16,613,Australia,AU-VIC-GGE,Victoria,Greater Geelong,Beach Road Boat Ramp,-38.0275850,144.5649550,"",,Unspecified,false,false,,,,,,,S284624712,"",,,A group of red-necked stints with 3 curlew sandpipers.,,Calidris ruficollis,rensti,Species,6186,,.00,0,,1688,3000
646755091,Photo,Great Egret,Ardea alba,,,Denis Rivard,2025-11-16,2025,11,16,613,Australia,AU-VIC-GGE,Victoria,Greater Geelong,Beach Road Boat Ramp,-38.0275850,144.5649550,"",,Unspecified,false,false,,,,,,,S284624712,"",,,,,Ardea alba,greegr,Species,7729,,.00,0,,1688,3000
646754861,Photo,Curlew Sandpiper,Calidris ferruginea,,,Denis Rivard,2025-11-16,2025,11,16,613,Australia,AU-VIC-GGE,Victoria,Greater Geelong,Beach Road Boat Ramp,-38.0275850,144.5649550,"",,Unspecified,false,false,,,,,,,S284624712,"",,,,,Calidris ferruginea,cursan,Species,6182,,.00,0,,1687,3000
646754436,Photo,Sharp-tailed Sandpiper,Calidris acuminata,,,Denis Rivard,2025-11-16,2025,11,16,613,Australia,AU-VIC-GGE,Victoria,Greater Geelong,Beach Road Boat Ramp,-38.0275850,144.5649550,"",,Unspecified,false,false,,,,,,,S284624712,"",,,,,Calidris acuminata,shtsan,Species,6181,,.00,0,,1687,3000
646750926,Photo,Musk Duck,Biziura lobata,,,Denis Rivard,2025-11-16,2025,11,16,653,Australia,AU-VIC-GGE,Victoria,Greater Geelong,"Beach Rd, Point Wilson",-38.0270672,144.5625687,"",,Unspecified,false,false,,,,,,,S284648976,"",,,,,Biziura lobata,musduc1,Species,789,,.00,0,,1687,3000
646750486,Photo,Pink-eared Duck,Malacorhynchus membranaceus,,,Denis Rivard,2025-11-16,2025,11,16,653,Australia,AU-VIC-GGE,Victoria,Greater Geelong,"Beach Rd, Point Wilson",-38.0270672,144.5625687,"",,Unspecified,false,false,,,,,,,S284648976,"",,,,,Malacorhynchus membranaceus,pieduc1,Species,656,,.00,0,,1688,3000
646750138,Photo,Pacific Gull,Larus pacificus,,,Denis Rivard,2025-11-15,2025,11,15,1744,Australia,AU-VIC-GGE,Victoria,Greater Geelong,"Riverside Ave, Ocean Grove",-38.2706103,144.5103487,Immature – 1,,Unspecified,false,false,,,,,,,S284495342,"",,,,,Larus pacificus,pacgul1,Species,6506,,.00,0,,1687,3000
646749950,Photo,New Holland Honeyeater,Phylidonyris novaehollandiae,,,Denis Rivard,2025-11-15,2025,11,15,1602,Australia,AU-VIC-SUR,Victoria,Surf Coast,Coogoorah Park,-38.4017400,144.1838800,"",,Unspecified,false,false,,,,,,,S284490672,"",,,,,Phylidonyris novaehollandiae,nehhon2,Species,18102,,4.50,2,,1688,3000
646749789,Photo,Blue-winged Parrot,Neophema chrysostoma,,,Denis Rivard,2025-11-15,2025,11,15,1602,Australia,AU-VIC-SUR,Victoria,Surf Coast,Coogoorah Park,-38.4017400,144.1838800,"",,Unspecified,false,false,,,,,,,S284490672,"",,,,,Neophema chrysostoma,blwpar3,Species,12438,,3.00,1,,1688,3000
646743201,Photo,Satin Bowerbird,Ptilonorhynchus violaceus,,,Denis Rivard,2025-11-15,2025,11,15,1517,Australia,AU-VIC-SUR,Victoria,Surf Coast,Great Otway National Park--St George River at Allenvale Rd,-38.5485694,143.9584084,"",,Unspecified,false,false,,,,,,,S284488138,"",,,,,Ptilonorhynchus violaceus,satbow1,Species,17554,,.00,0,,1688,3000
646743017,Photo,White-naped Honeyeater,Melithreptus lunatus,,,Denis Rivard,2025-11-15,2025,11,15,1350,Australia,AU-VIC-SUR,Victoria,Surf Coast,Great Otway National Park--Sheoak Picnic Ground,-38.5553313,143.9440902,"",,Unspecified,false,false,,,,,,,S284486483,"",,,,,Melithreptus lunatus,whnhon2,Species,18130,,4.00,1,,1687,3000
646742832,Photo,Australian King-Parrot,Alisterus scapularis,,,Denis Rivard,2025-11-15,2025,11,15,1350,Australia,AU-VIC-SUR,Victoria,Surf Coast,Great Otway National Park--Sheoak Picnic Ground,-38.5553313,143.9440902,"",,Unspecified,false,false,,,,,,,S284486483,"",,,,,Alisterus scapularis,aukpar1,Species,12265,,.00,0,,1687,3000
646742518,Photo,Red Wattlebird,Anthochaera carunculata,,,Denis Rivard,2025-11-15,2025,11,15,1140,Australia,AU-VIC-SUR,Victoria,Surf Coast,Point Roadknight,-38.4289166,144.1810942,"",,Unspecified,false,false,,,,,,,S284476977,"",,,,,Anthochaera carunculata,redwat1,Species,17865,,.00,0,,1687,3000
646742197,Photo,Silver Gull,Chroicocephalus novaehollandiae,,,Denis Rivard,2025-11-15,2025,11,15,1140,Australia,AU-VIC-SUR,Victoria,Surf Coast,Point Roadknight,-38.4289166,144.1810942,"",,Unspecified,false,false,,,,,,,S284476977,"",,,,,Chroicocephalus novaehollandiae,silgul2,Species,6463,,.00,0,,1688,3000
646718367,Photo,Hooded Plover,Thinornis cucullatus,,,Denis Rivard,2025-11-15,2025,11,15,1140,Australia,AU-VIC-SUR,Victoria,Surf Coast,Point Roadknight,-38.4289166,144.1810942,"",,Unspecified,false,false,,,,,,,S284476977,"",,,,,Thinornis cucullatus,hooplo2,Species,5837,,.00,0,,1688,3000
646717957,Photo,White-eared Honeyeater,Nesoptilotis leucotis,,,Denis Rivard,2025-11-15,2025,11,15,1027,Australia,AU-VIC-SUR,Victoria,Surf Coast,Anglesea Heath--Mount Ingoldsby,-38.4112896,144.1562623,"",,Unspecified,false,false,,,,,,,S284472082,"",,,,,Nesoptilotis leucotis,whehon1,Species,18113,,3.00,1,,1688,3000
646717605,Photo,Great Cormorant,Phalacrocorax carbo,,,Denis Rivard,2025-11-15,2025,11,15,853,Australia,AU-VIC-SUR,Victoria,Surf Coast,Coogoorah Park,-38.4017400,144.1838800,"",,Unspecified,false,false,,,,,,,S284467871,"",,,,,Phalacrocorax carbo,grecor,Species,7397,,3.00,1,,1688,3000
646717159,Photo,Gang-gang Cockatoo,Callocephalon fimbriatum,,,Denis Rivard,2025-11-15,2025,11,15,853,Australia,AU-VIC-SUR,Victoria,Surf Coast,Coogoorah Park,-38.4017400,144.1838800,Adult Male – 1,,Unspecified,false,false,,,,,,,S284467871,"",,,,,Callocephalon fimbriatum,gagcoc1,Species,12175,,5.00,1,,1688,3000
646717033,Photo,Gang-gang Cockatoo,Callocephalon fimbriatum,,,Denis Rivard,2025-11-15,2025,11,15,853,Australia,AU-VIC-SUR,Victoria,Surf Coast,Coogoorah Park,-38.4017400,144.1838800,Adult Female – 1,,Unspecified,false,false,,,,,,,S284467871,"",,,,,Callocephalon fimbriatum,gagcoc1,Species,12175,,.00,0,,1688,3000
646716851,Photo,Black-fronted Dotterel,Thinornis melanops,,,Denis Rivard,2025-11-15,2025,11,15,853,Australia,AU-VIC-SUR,Victoria,Surf Coast,Coogoorah Park,-38.4017400,144.1838800,"",,Unspecified,false,false,,,,,,,S284467871,"",,,,,Thinornis melanops,blfdot1,Species,5840,,.00,0,,1687,3000
646716672,Photo,Superb Fairywren,Malurus cyaneus,,,Denis Rivard,2025-11-15,2025,11,15,758,Australia,AU-VIC-SUR,Victoria,Surf Coast,Eumeralla Flora Reserve,-38.4064500,144.1987300,"",,Unspecified,false,false,,,,,,,S284457848,"",,,,,Malurus cyaneus,supfai1,Species,17670,,.00,0,,1687,3000
646716402,Photo,New Holland Honeyeater,Phylidonyris novaehollandiae,,,Denis Rivard,2025-11-15,2025,11,15,758,Australia,AU-VIC-SUR,Victoria,Surf Coast,Eumeralla Flora Reserve,-38.4064500,144.1987300,"",,Unspecified,false,false,,,,,,,S284457848,"",,,,,Phylidonyris novaehollandiae,nehhon2,Species,18102,,.00,0,,1688,3000
646714559,Photo,Welcome Swallow,Hirundo neoxena,,,Denis Rivard,2025-11-15,2025,11,15,716,Australia,AU-VIC-SUR,Victoria,Surf Coast,Point Addis,-38.3947852,144.2525053,"",,Unspecified,false,false,,,,,,,S284448570,"",,,,,Hirundo neoxena,welswa1,Species,24184,,.00,0,,1688,3000
646714374,Photo,Blue-winged Parrot,Neophema chrysostoma,,,Denis Rivard,2025-11-15,2025,11,15,716,Australia,AU-VIC-SUR,Victoria,Surf Coast,Point Addis,-38.3947852,144.2525053,"",,Unspecified,false,false,,,,,,,S284448570,"",,,,,Neophema chrysostoma,blwpar3,Species,12438,,.00,0,,1687,3000
646713937,Photo,Rufous Bristlebird,Dasyornis broadbenti,,,Denis Rivard,2025-11-15,2025,11,15,716,Australia,AU-VIC-SUR,Victoria,Surf Coast,Point Addis,-38.3947852,144.2525053,"",,Unspecified,false,false,,,,,,,S284448570,"",,,,,Dasyornis broadbenti,rufbri1,Species,18222,,.00,0,,1687,3000
646713592,Photo,Sharp-tailed Sandpiper,Calidris acuminata,,,Denis Rivard,2025-11-14,2025,11,14,1644,Australia,AU-VIC-GGE,Victoria,Greater Geelong,Western Treatment Plant--Ponds 28-30 and Adjacent Coast (restricted access),-38.0208800,144.5716400,"",,Unspecified,false,false,,,,,,,S284358969,"",,,,,Calidris acuminata,shtsan,Species,6181,,.00,0,,1687,3000
646713271,Photo,Marsh Sandpiper,Tringa stagnatilis,,,Denis Rivard,2025-11-14,2025,11,14,1644,Australia,AU-VIC-GGE,Victoria,Greater Geelong,Western Treatment Plant--Ponds 28-30 and Adjacent Coast (restricted access),-38.0208800,144.5716400,"",,Unspecified,false,false,,,,,,,S284358969,"",,,,,Tringa stagnatilis,marsan,Species,6136,,.00,0,,1687,3000
646713125,Photo,Pied Stilt,Himantopus leucocephalus,,,Denis Rivard,2025-11-14,2025,11,14,1644,Australia,AU-VIC-GGE,Victoria,Greater Geelong,Western Treatment Plant--Ponds 28-30 and Adjacent Coast (restricted access),-38.0208800,144.5716400,"",,Unspecified,false,false,,,,,,,S284358969,"",,,,,Himantopus leucocephalus,piesti1,Species,5764,,.00,0,,1688,3000
646712579,Photo,Sharp-tailed Sandpiper,Calidris acuminata,,,Denis Rivard,2025-11-14,2025,11,14,1644,Australia,AU-VIC-GGE,Victoria,Greater Geelong,Western Treatment Plant--Ponds 28-30 and Adjacent Coast (restricted access),-38.0208800,144.5716400,"",,Unspecified,false,false,,,,,,,S284358969,"",,,,,Calidris acuminata,shtsan,Species,6181,,.00,0,,1688,3000
646712004,Photo,Masked Lapwing,Vanellus miles,,,Denis Rivard,2025-11-14,2025,11,14,1644,Australia,AU-VIC-GGE,Victoria,Greater Geelong,Western Treatment Plant--Ponds 28-30 and Adjacent Coast (restricted access),-38.0208800,144.5716400,"",,Unspecified,false,false,,,,,,,S284358969,"",,,,,Vanellus miles,maslap1,Species,5891,,5.00,1,,1688,3000
646711777,Photo,Masked Lapwing,Vanellus miles,,,Denis Rivard,2025-11-14,2025,11,14,1644,Australia,AU-VIC-GGE,Victoria,Greater Geelong,Western Treatment Plant--Ponds 28-30 and Adjacent Coast (restricted access),-38.0208800,144.5716400,Juvenile – 1,,Unspecified,false,false,,,,,,,S284358969,"",,,,,Vanellus miles,maslap1,Species,5891,,1.00,1,,1688,3000
646711414,Photo,Swamp Harrier,Circus approximans,,,Denis Rivard,2025-11-14,2025,11,14,1644,Australia,AU-VIC-GGE,Victoria,Greater Geelong,Western Treatment Plant--Ponds 28-30 and Adjacent Coast (restricted access),-38.0208800,144.5716400,"",,Unspecified,false,false,,,,,,,S284358969,"",,,,,Circus approximans,swahar1,Species,8315,,.00,0,,1688,3000
646711043,Photo,Swamp Harrier,Circus approximans,,,Denis Rivard,2025-11-14,2025,11,14,1644,Australia,AU-VIC-GGE,Victoria,Greater Geelong,Western Treatment Plant--Ponds 28-30 and Adjacent Coast (restricted access),-38.0208800,144.5716400,"",,Unspecified,false,false,,,,,,,S284358969,"",,,,,Circus approximans,swahar1,Species,8315,,.00,0,,1688,3000
646707083,Photo,Black Swan,Cygnus atratus,,,Denis Rivard,2025-11-14,2025,11,14,1644,Australia,AU-VIC-GGE,Victoria,Greater Geelong,Western Treatment Plant--Ponds 28-30 and Adjacent Coast (restricted access),-38.0208800,144.5716400,"",,Unspecified,false,false,,,,,,,S284358969,"",,,,,Cygnus atratus,blkswa,Species,379,,.00,0,,1687,3000
646706983,Photo,Striated Fieldwren,Calamanthus fuliginosus,,,Denis Rivard,2025-11-14,2025,11,14,1644,Australia,AU-VIC-GGE,Victoria,Greater Geelong,Western Treatment Plant--Ponds 28-30 and Adjacent Coast (restricted access),-38.0208800,144.5716400,"",,Unspecified,false,false,,,,,,,S284358969,"",,,,,Calamanthus fuliginosus,strfie1,Species,18266,,.00,0,,1687,3000
646705832,Photo,Freckled Duck,Stictonetta naevosa,,,Denis Rivard,2025-11-14,2025,11,14,1644,Australia,AU-VIC-GGE,Victoria,Greater Geelong,Western Treatment Plant--Ponds 28-30 and Adjacent Coast (restricted access),-38.0208800,144.5716400,Adult Male – 1,,Unspecified,false,false,,,,,,,S284358969,"",,,Note head peaked at rear. With Eurasian Coot and Grey Teals.  ,,Stictonetta naevosa,freduc1,Species,375,,.00,0,,1687,3000
646704474,Photo,Whistling Kite,Haliastur sphenurus,,,Denis Rivard,2025-11-14,2025,11,14,1639,Australia,AU-VIC-GGE,Victoria,Greater Geelong,Western Treatment Plant--Western Lagoons (restricted access),-38.0426849,144.5231031,"",,Unspecified,false,false,,,,,,,S284355319,"",,,,,Haliastur sphenurus,whikit1,Species,8363,,.00,0,,1687,3000
646703316,Photo,Pied Stilt,Himantopus leucocephalus,,,Denis Rivard,2025-11-14,2025,11,14,1538,Australia,AU-VIC-GGE,Victoria,Greater Geelong,Avalon Saltworks--Pond A10,-38.0837344,144.4252181,"",,Unspecified,false,false,,,,,,,S284353554,"",,,,,Himantopus leucocephalus,piesti1,Species,5764,,.00,0,,1688,3000
